,kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb,kraj,byt,datum
1339,1006-0-2010-6,1006,2010,6,0,1207913.5320000001,26.0,26.3,28.6,3.31,Vysočina,všechny byty,2010-06-01 00:00:00
1340,1007-0-2010-6,1007,2010,6,0,1372263.243,32.9,33.3,36.1,4.18,Karlovarský,všechny byty,2010-06-01 00:00:00
1341,1008-0-2010-6,1008,2010,6,0,1243127.278,29.2,29.5,32.1,3.71,Liberecký,všechny byty,2010-06-01 00:00:00
1342,1010-0-2010-6,1010,2010,6,0,1525480.8390000002,34.2,34.6,37.6,4.35,Plzeňský,všechny byty,2010-06-01 00:00:00
1343,1011-0-2010-6,1011,2010,6,0,1927312.1369999999,37.7,38.2,41.4,4.8,Středočeský,všechny byty,2010-06-01 00:00:00
1344,1013-0-2010-6,1013,2010,6,0,746982.3857,18.3,18.5,20.1,2.33,Ústecký,všechny byty,2010-06-01 00:00:00
1345,2002-0-2010-6,2002,2010,6,0,1968201.864,43.1,43.6,47.3,5.48,Jihomoravský,všechny byty,2010-06-01 00:00:00
1346,2009-0-2010-6,2009,2010,6,0,1364950.366,33.2,33.6,36.5,4.23,Olomoucký,všechny byty,2010-06-01 00:00:00
1347,2012-0-2010-6,2012,2010,6,0,1053772.31,25.7,26.0,28.2,3.27,Moravskoslezský,všechny byty,2010-06-01 00:00:00
1348,2014-0-2010-6,2014,2010,6,0,1529642.41,34.0,34.5,37.4,4.33,Zlínský,všechny byty,2010-06-01 00:00:00
1349,0-0-2010-6,0,2010,6,0,1680801.0,34.7,35.1,38.2,4.42,Celá ČR,všechny byty,2010-06-01 00:00:00
1350,1001-113-2010-7,1001,2010,7,113,2205753.014,39.1,39.8,43.5,5.03,Praha,1+1,2010-07-01 00:00:00
1351,1003-113-2010-7,1003,2010,7,113,992000.454,22.6,23.0,25.1,2.9,Jihočeský,1+1,2010-07-01 00:00:00
1352,1004-113-2010-7,1004,2010,7,113,982500.6029,22.3,22.7,24.8,2.86,Pardubický,1+1,2010-07-01 00:00:00
1353,1005-113-2010-7,1005,2010,7,113,1088409.193,24.6,25.0,27.3,3.15,Královéhradecký,1+1,2010-07-01 00:00:00
1354,1006-113-2010-7,1006,2010,7,113,907555.0,19.2,19.5,21.3,2.46,Vysočina,1+1,2010-07-01 00:00:00
1355,1007-113-2010-7,1007,2010,7,113,792678.4409,18.7,19.0,20.8,2.4,Karlovarský,1+1,2010-07-01 00:00:00
1356,1008-113-2010-7,1008,2010,7,113,826765.337,19.2,19.5,21.3,2.46,Liberecký,1+1,2010-07-01 00:00:00
1357,1010-113-2010-7,1010,2010,7,113,1155000.0,25.5,25.9,28.3,3.27,Plzeňský,1+1,2010-07-01 00:00:00
1358,1011-113-2010-7,1011,2010,7,113,1193952.3190000001,23.1,23.5,25.7,2.97,Středočeský,1+1,2010-07-01 00:00:00
1359,1013-113-2010-7,1013,2010,7,113,476784.5749,11.5,11.7,12.8,1.48,Ústecký,1+1,2010-07-01 00:00:00
1360,2002-113-2010-7,2002,2010,7,113,1280802.132,27.6,28.0,30.6,3.54,Jihomoravský,1+1,2010-07-01 00:00:00
1361,2009-113-2010-7,2009,2010,7,113,889344.1847,21.4,21.7,23.7,2.74,Olomoucký,1+1,2010-07-01 00:00:00
1362,2012-113-2010-7,2012,2010,7,113,688613.4240000001,16.5,16.8,18.4,2.12,Moravskoslezský,1+1,2010-07-01 00:00:00
1363,2014-113-2010-7,2014,2010,7,113,932774.4771,20.6,20.9,22.8,2.64,Zlínský,1+1,2010-07-01 00:00:00
1364,1001-123-2010-7,1001,2010,7,123,3185628.68,56.5,57.4,62.8,7.27,Praha,2+1,2010-07-01 00:00:00
1365,1003-123-2010-7,1003,2010,7,123,1261476.997,28.7,29.2,31.9,3.69,Jihočeský,2+1,2010-07-01 00:00:00
1366,1004-123-2010-7,1004,2010,7,123,1330018.063,30.2,30.7,33.6,3.88,Pardubický,2+1,2010-07-01 00:00:00
1367,1005-123-2010-7,1005,2010,7,123,1407298.781,31.8,32.3,35.3,4.08,Královéhradecký,2+1,2010-07-01 00:00:00
1368,1006-123-2010-7,1006,2010,7,123,1143223.881,24.2,24.5,26.8,3.1,Vysočina,2+1,2010-07-01 00:00:00
1369,1007-123-2010-7,1007,2010,7,123,1208285.1570000001,28.5,29.0,31.7,3.67,Karlovarský,2+1,2010-07-01 00:00:00
1370,1008-123-2010-7,1008,2010,7,123,1120217.765,26.0,26.4,28.9,3.34,Liberecký,2+1,2010-07-01 00:00:00
1371,1010-123-2010-7,1010,2010,7,123,1578026.0,34.8,35.4,38.7,4.47,Plzeňský,2+1,2010-07-01 00:00:00
1372,1011-123-2010-7,1011,2010,7,123,1719400.6730000002,33.3,33.8,37.0,4.27,Středočeský,2+1,2010-07-01 00:00:00
1373,1013-123-2010-7,1013,2010,7,123,729158.4725,17.6,17.9,19.6,2.26,Ústecký,2+1,2010-07-01 00:00:00
1374,2002-123-2010-7,2002,2010,7,123,1820938.4109999998,39.2,39.8,43.5,5.04,Jihomoravský,2+1,2010-07-01 00:00:00
1375,2009-123-2010-7,2009,2010,7,123,1227090.17,29.5,30.0,32.8,3.79,Olomoucký,2+1,2010-07-01 00:00:00
1376,2012-123-2010-7,2012,2010,7,123,933229.2932,22.4,22.8,24.9,2.88,Moravskoslezský,2+1,2010-07-01 00:00:00
1377,2014-123-2010-7,2014,2010,7,123,1355826.795,29.9,30.4,33.2,3.84,Zlínský,2+1,2010-07-01 00:00:00
1378,1001-126-2010-7,1001,2010,7,126,4611561.511,81.8,83.2,90.9,10.52,Praha,3+1,2010-07-01 00:00:00
1379,1003-126-2010-7,1003,2010,7,126,1457223.159,33.2,33.7,36.9,4.26,Jihočeský,3+1,2010-07-01 00:00:00
1380,1004-126-2010-7,1004,2010,7,126,1655657.9330000002,37.6,38.2,41.8,4.83,Pardubický,3+1,2010-07-01 00:00:00
1381,1005-126-2010-7,1005,2010,7,126,1578058.5380000002,35.6,36.2,39.6,4.58,Královéhradecký,3+1,2010-07-01 00:00:00
1382,1006-126-2010-7,1006,2010,7,126,1279697.076,27.0,27.5,30.0,3.47,Vysočina,3+1,2010-07-01 00:00:00
1383,1007-126-2010-7,1007,2010,7,126,1520660.475,35.9,36.5,39.9,4.61,Karlovarský,3+1,2010-07-01 00:00:00
1384,1008-126-2010-7,1008,2010,7,126,1332557.6609999998,30.9,31.4,34.3,3.97,Liberecký,3+1,2010-07-01 00:00:00
1385,1010-126-2010-7,1010,2010,7,126,1880569.9419999998,41.5,42.1,46.1,5.33,Plzeňský,3+1,2010-07-01 00:00:00
1386,1011-126-2010-7,1011,2010,7,126,2136424.043,41.3,42.0,45.9,5.31,Středočeský,3+1,2010-07-01 00:00:00
1387,1013-126-2010-7,1013,2010,7,126,850665.9925,20.6,20.9,22.9,2.64,Ústecký,3+1,2010-07-01 00:00:00
1388,2002-126-2010-7,2002,2010,7,126,2032579.621,43.7,44.4,48.6,5.62,Jihomoravský,3+1,2010-07-01 00:00:00
1389,2009-126-2010-7,2009,2010,7,126,1399882.114,33.6,34.2,37.4,4.32,Olomoucký,3+1,2010-07-01 00:00:00
1390,2012-126-2010-7,2012,2010,7,126,1142048.356,27.4,27.9,30.5,3.52,Moravskoslezský,3+1,2010-07-01 00:00:00
1391,2014-126-2010-7,2014,2010,7,126,1720596.705,37.9,38.5,42.1,4.87,Zlínský,3+1,2010-07-01 00:00:00
1392,1001-133-2010-7,1001,2010,7,133,5727928.761,101.7,103.3,112.9,13.07,Praha,4+1,2010-07-01 00:00:00
1393,1003-133-2010-7,1003,2010,7,133,2123711.815,48.4,49.1,53.7,6.21,Jihočeský,4+1,2010-07-01 00:00:00
1394,1004-133-2010-7,1004,2010,7,133,2344663.0,53.2,54.1,59.2,6.84,Pardubický,4+1,2010-07-01 00:00:00
1395,1005-133-2010-7,1005,2010,7,133,2289888.1319999998,51.7,52.5,57.4,6.64,Královéhradecký,4+1,2010-07-01 00:00:00
1396,1006-133-2010-7,1006,2010,7,133,,,,,,Vysočina,4+1,2010-07-01 00:00:00
1397,1007-133-2010-7,1007,2010,7,133,2147588.557,50.7,51.5,56.4,6.52,Karlovarský,4+1,2010-07-01 00:00:00
1398,1008-133-2010-7,1008,2010,7,133,1909429.2880000002,44.3,45.0,49.2,5.69,Liberecký,4+1,2010-07-01 00:00:00
1399,1010-133-2010-7,1010,2010,7,133,2528308.0,55.7,56.6,61.9,7.16,Plzeňský,4+1,2010-07-01 00:00:00
1400,1011-133-2010-7,1011,2010,7,133,3430143.393,66.4,67.4,73.7,8.53,Středočeský,4+1,2010-07-01 00:00:00
1401,1013-133-2010-7,1013,2010,7,133,777219.5079,18.8,19.1,20.9,2.41,Ústecký,4+1,2010-07-01 00:00:00
1402,2002-133-2010-7,2002,2010,7,133,3584015.8189999997,77.1,78.4,85.7,9.91,Jihomoravský,4+1,2010-07-01 00:00:00
1403,2009-133-2010-7,2009,2010,7,133,2257022.478,54.2,55.1,60.3,6.97,Olomoucký,4+1,2010-07-01 00:00:00
1404,2012-133-2010-7,2012,2010,7,133,1584684.458,38.1,38.7,42.3,4.89,Moravskoslezský,4+1,2010-07-01 00:00:00
1405,2014-133-2010-7,2014,2010,7,133,2382841.366,52.5,53.4,58.3,6.75,Zlínský,4+1,2010-07-01 00:00:00
1406,0-113-2010-7,0,2010,7,113,946758.0,19.3,19.6,21.4,2.48,Celá ČR,1+1,2010-07-01 00:00:00
1407,0-123-2010-7,0,2010,7,123,1303920.0,26.6,27.0,29.5,3.41,Celá ČR,2+1,2010-07-01 00:00:00
1408,0-126-2010-7,0,2010,7,126,1559593.0,31.8,32.3,35.3,4.08,Celá ČR,3+1,2010-07-01 00:00:00
1409,0-133-2010-7,0,2010,7,133,2108664.0,43.0,43.7,47.8,5.52,Celá ČR,4+1,2010-07-01 00:00:00
1410,1001-0-2010-7,1001,2010,7,0,3773337.4039999996,67.0,68.0,74.4,8.61,Praha,všechny byty,2010-07-01 00:00:00
1411,1003-0-2010-7,1003,2010,7,0,1427379.4340000001,32.5,33.0,36.1,4.18,Jihočeský,všechny byty,2010-07-01 00:00:00
1412,1004-0-2010-7,1004,2010,7,0,1475881.004,33.5,34.1,37.2,4.3,Pardubický,všechny byty,2010-07-01 00:00:00
1413,1005-0-2010-7,1005,2010,7,0,1475255.666,33.3,33.8,37.0,4.28,Královéhradecký,všechny byty,2010-07-01 00:00:00
1414,1006-0-2010-7,1006,2010,7,0,1195593.462,25.3,25.7,28.1,3.24,Vysočina,všechny byty,2010-07-01 00:00:00
1415,1007-0-2010-7,1007,2010,7,0,1335529.7140000002,31.5,32.1,35.0,4.05,Karlovarský,všechny byty,2010-07-01 00:00:00
1416,1008-0-2010-7,1008,2010,7,0,1222331.76,28.4,28.8,31.5,3.64,Liberecký,všechny byty,2010-07-01 00:00:00
1417,1010-0-2010-7,1010,2010,7,0,1567744.485,34.6,35.1,38.4,4.44,Plzeňský,všechny byty,2010-07-01 00:00:00
1418,1011-0-2010-7,1011,2010,7,0,1918648.924,37.1,37.7,41.2,4.77,Středočeský,všechny byty,2010-07-01 00:00:00
1419,1013-0-2010-7,1013,2010,7,0,745316.3687,18.0,18.3,20.0,2.31,Ústecký,všechny byty,2010-07-01 00:00:00
1420,2002-0-2010-7,2002,2010,7,0,1969197.9109999998,42.4,43.1,47.1,5.45,Jihomoravský,všechny byty,2010-07-01 00:00:00
1421,2009-0-2010-7,2009,2010,7,0,1329481.757,31.9,32.5,35.5,4.1,Olomoucký,všechny byty,2010-07-01 00:00:00
1422,2012-0-2010-7,2012,2010,7,0,1044692.286,25.1,25.5,27.9,3.22,Moravskoslezský,všechny byty,2010-07-01 00:00:00
1423,2014-0-2010-7,2014,2010,7,0,1527460.207,33.7,34.2,37.4,4.32,Zlínský,všechny byty,2010-07-01 00:00:00
1424,0-0-2010-7,0,2010,7,0,1685556.0,34.4,34.9,38.2,4.41,Celá ČR,všechny byty,2010-07-01 00:00:00
1425,1001-113-2010-8,1001,2010,8,113,2250519.381,39.7,40.2,44.1,5.12,Praha,1+1,2010-08-01 00:00:00
1426,1003-113-2010-8,1003,2010,8,113,980101.4467,22.2,22.4,24.6,2.86,Jihočeský,1+1,2010-08-01 00:00:00
1427,1004-113-2010-8,1004,2010,8,113,958543.4591,21.5,21.8,23.9,2.78,Pardubický,1+1,2010-08-01 00:00:00
1428,1005-113-2010-8,1005,2010,8,113,993378.4,22.3,22.5,24.7,2.87,Královéhradecký,1+1,2010-08-01 00:00:00
1429,1006-113-2010-8,1006,2010,8,113,871803.0,18.2,18.4,20.2,2.34,Vysočina,1+1,2010-08-01 00:00:00
1430,1007-113-2010-8,1007,2010,8,113,822987.8939,19.3,19.5,21.4,2.48,Karlovarský,1+1,2010-08-01 00:00:00
1431,1008-113-2010-8,1008,2010,8,113,840298.6154,19.4,19.6,21.5,2.5,Liberecký,1+1,2010-08-01 00:00:00
1432,1010-113-2010-8,1010,2010,8,113,1069736.303,23.3,23.6,25.9,3.01,Plzeňský,1+1,2010-08-01 00:00:00
1433,1011-113-2010-8,1011,2010,8,113,1241576.855,23.9,24.1,26.5,3.08,Středočeský,1+1,2010-08-01 00:00:00
1434,1013-113-2010-8,1013,2010,8,113,479729.7102,11.5,11.6,12.8,1.48,Ústecký,1+1,2010-08-01 00:00:00
1435,2002-113-2010-8,2002,2010,8,113,1209003.8909999998,25.7,26.0,28.6,3.32,Jihomoravský,1+1,2010-08-01 00:00:00
1436,2009-113-2010-8,2009,2010,8,113,875068.3297,20.9,21.1,23.2,2.69,Olomoucký,1+1,2010-08-01 00:00:00
1437,2012-113-2010-8,2012,2010,8,113,673564.8144,16.0,16.2,17.8,2.06,Moravskoslezský,1+1,2010-08-01 00:00:00
1438,2014-113-2010-8,2014,2010,8,113,914975.2082,20.1,20.3,22.3,2.59,Zlínský,1+1,2010-08-01 00:00:00
1439,1001-123-2010-8,1001,2010,8,123,3265744.475,57.6,58.3,64.0,7.44,Praha,2+1,2010-08-01 00:00:00
1440,1003-123-2010-8,1003,2010,8,123,1275808.736,28.9,29.2,32.1,3.73,Jihočeský,2+1,2010-08-01 00:00:00
1441,1004-123-2010-8,1004,2010,8,123,1318688.115,29.6,29.9,32.9,3.82,Pardubický,2+1,2010-08-01 00:00:00
1442,1005-123-2010-8,1005,2010,8,123,1346595.6509999998,30.2,30.5,33.5,3.89,Královéhradecký,2+1,2010-08-01 00:00:00
1443,1006-123-2010-8,1006,2010,8,123,1088331.952,22.7,22.9,25.2,2.93,Vysočina,2+1,2010-08-01 00:00:00
1444,1007-123-2010-8,1007,2010,8,123,1279389.0729999999,29.9,30.3,33.2,3.86,Karlovarský,2+1,2010-08-01 00:00:00
1445,1008-123-2010-8,1008,2010,8,123,1136629.47,26.2,26.5,29.1,3.38,Liberecký,2+1,2010-08-01 00:00:00
1446,1010-123-2010-8,1010,2010,8,123,1678246.427,36.6,37.0,40.6,4.72,Plzeňský,2+1,2010-08-01 00:00:00
1447,1011-123-2010-8,1011,2010,8,123,1726595.96,33.2,33.6,36.9,4.28,Středočeský,2+1,2010-08-01 00:00:00
1448,1013-123-2010-8,1013,2010,8,123,695932.1671,16.7,16.9,18.5,2.15,Ústecký,2+1,2010-08-01 00:00:00
1449,2002-123-2010-8,2002,2010,8,123,1798893.4719999998,38.3,38.7,42.5,4.94,Jihomoravský,2+1,2010-08-01 00:00:00
1450,2009-123-2010-8,2009,2010,8,123,1220356.617,29.1,29.4,32.3,3.75,Olomoucký,2+1,2010-08-01 00:00:00
1451,2012-123-2010-8,2012,2010,8,123,933894.0331,22.2,22.4,24.7,2.86,Moravskoslezský,2+1,2010-08-01 00:00:00
1452,2014-123-2010-8,2014,2010,8,123,1317781.478,28.9,29.2,32.1,3.73,Zlínský,2+1,2010-08-01 00:00:00
1453,1001-126-2010-8,1001,2010,8,126,4557412.326,80.4,81.3,89.3,10.38,Praha,3+1,2010-08-01 00:00:00
1454,1003-126-2010-8,1003,2010,8,126,1386255.017,31.4,31.7,34.9,4.05,Jihočeský,3+1,2010-08-01 00:00:00
1455,1004-126-2010-8,1004,2010,8,126,1623728.77,36.5,36.9,40.5,4.7,Pardubický,3+1,2010-08-01 00:00:00
1456,1005-126-2010-8,1005,2010,8,126,1555436.6030000001,34.9,35.3,38.7,4.5,Královéhradecký,3+1,2010-08-01 00:00:00
1457,1006-126-2010-8,1006,2010,8,126,1292023.976,26.9,27.2,29.9,3.47,Vysočina,3+1,2010-08-01 00:00:00
1458,1007-126-2010-8,1007,2010,8,126,1623781.101,38.0,38.4,42.2,4.9,Karlovarský,3+1,2010-08-01 00:00:00
1459,1008-126-2010-8,1008,2010,8,126,1300795.489,30.0,30.3,33.3,3.87,Liberecký,3+1,2010-08-01 00:00:00
1460,1010-126-2010-8,1010,2010,8,126,2001965.404,43.6,44.1,48.4,5.63,Plzeňský,3+1,2010-08-01 00:00:00
1461,1011-126-2010-8,1011,2010,8,126,2105493.188,40.5,40.9,45.0,5.22,Středočeský,3+1,2010-08-01 00:00:00
1462,1013-126-2010-8,1013,2010,8,126,840981.3098,20.2,20.4,22.4,2.6,Ústecký,3+1,2010-08-01 00:00:00
1463,2002-126-2010-8,2002,2010,8,126,2012110.11,42.8,43.3,47.5,5.52,Jihomoravský,3+1,2010-08-01 00:00:00
1464,2009-126-2010-8,2009,2010,8,126,1411921.6630000002,33.7,34.1,37.4,4.35,Olomoucký,3+1,2010-08-01 00:00:00
1465,2012-126-2010-8,2012,2010,8,126,1133588.945,27.0,27.2,29.9,3.48,Moravskoslezský,3+1,2010-08-01 00:00:00
1466,2014-126-2010-8,2014,2010,8,126,1692196.7219999998,37.1,37.5,41.2,4.79,Zlínský,3+1,2010-08-01 00:00:00
1467,1001-133-2010-8,1001,2010,8,133,6358847.017999999,112.2,113.5,124.6,14.49,Praha,4+1,2010-08-01 00:00:00
1468,1003-133-2010-8,1003,2010,8,133,2033394.033,46.0,46.5,51.1,5.94,Jihočeský,4+1,2010-08-01 00:00:00
1469,1004-133-2010-8,1004,2010,8,133,2282746.0,51.3,51.8,56.9,6.62,Pardubický,4+1,2010-08-01 00:00:00
1470,1005-133-2010-8,1005,2010,8,133,2383967.144,53.4,54.0,59.3,6.9,Královéhradecký,4+1,2010-08-01 00:00:00
1471,1006-133-2010-8,1006,2010,8,133,,,,,,Vysočina,4+1,2010-08-01 00:00:00
1472,1007-133-2010-8,1007,2010,8,133,2301655.925,53.9,54.5,59.8,6.95,Karlovarský,4+1,2010-08-01 00:00:00
1473,1008-133-2010-8,1008,2010,8,133,1741710.535,40.1,40.6,44.6,5.18,Liberecký,4+1,2010-08-01 00:00:00
1474,1010-133-2010-8,1010,2010,8,133,2618154.0,57.1,57.7,63.4,7.36,Plzeňský,4+1,2010-08-01 00:00:00
1475,1011-133-2010-8,1011,2010,8,133,3500506.0519999997,67.3,68.1,74.7,8.69,Středočeský,4+1,2010-08-01 00:00:00
1476,1013-133-2010-8,1013,2010,8,133,833061.2933,20.0,20.2,22.2,2.58,Ústecký,4+1,2010-08-01 00:00:00
1477,2002-133-2010-8,2002,2010,8,133,3511599.567,74.7,75.5,82.9,9.64,Jihomoravský,4+1,2010-08-01 00:00:00
1478,2009-133-2010-8,2009,2010,8,133,2352664.4930000002,56.1,56.7,62.3,7.24,Olomoucký,4+1,2010-08-01 00:00:00
1479,2012-133-2010-8,2012,2010,8,133,1519855.95,36.1,36.5,40.1,4.66,Moravskoslezský,4+1,2010-08-01 00:00:00
1480,2014-133-2010-8,2014,2010,8,133,2364085.732,51.8,52.4,57.5,6.69,Zlínský,4+1,2010-08-01 00:00:00
1481,0-113-2010-8,0,2010,8,113,955733.0,19.3,19.5,21.4,2.49,Celá ČR,1+1,2010-08-01 00:00:00
1482,0-123-2010-8,0,2010,8,123,1293439.0,26.1,26.4,29.0,3.37,Celá ČR,2+1,2010-08-01 00:00:00
1483,0-126-2010-8,0,2010,8,126,1539606.0,31.1,31.5,34.5,4.01,Celá ČR,3+1,2010-08-01 00:00:00
1484,0-133-2010-8,0,2010,8,133,2105392.0,42.5,43.0,47.2,5.49,Celá ČR,4+1,2010-08-01 00:00:00
1485,1001-0-2010-8,1001,2010,8,0,3838736.416,67.7,68.5,75.2,8.74,Praha,všechny byty,2010-08-01 00:00:00
1486,1003-0-2010-8,1003,2010,8,0,1386414.2040000001,31.4,31.7,34.9,4.05,Jihočeský,všechny byty,2010-08-01 00:00:00
1487,1004-0-2010-8,1004,2010,8,0,1450423.836,32.6,32.9,36.2,4.2,Pardubický,všechny byty,2010-08-01 00:00:00
1488,1005-0-2010-8,1005,2010,8,0,1434178.3530000001,32.2,32.5,35.7,4.15,Královéhradecký,všechny byty,2010-08-01 00:00:00
1489,1006-0-2010-8,1006,2010,8,0,1178277.693,24.6,24.8,27.3,3.17,Vysočina,všechny byty,2010-08-01 00:00:00
1490,1007-0-2010-8,1007,2010,8,0,1418804.78,33.2,33.6,36.9,4.28,Karlovarský,všechny byty,2010-08-01 00:00:00
1491,1008-0-2010-8,1008,2010,8,0,1203908.35,27.7,28.0,30.8,3.58,Liberecký,všechny byty,2010-08-01 00:00:00
1492,1010-0-2010-8,1010,2010,8,0,1738663.2680000002,37.9,38.3,42.1,4.89,Plzeňský,všechny byty,2010-08-01 00:00:00
1493,1011-0-2010-8,1011,2010,8,0,1919569.8969999999,36.9,37.3,41.0,4.76,Středočeský,všechny byty,2010-08-01 00:00:00
1494,1013-0-2010-8,1013,2010,8,0,737514.1008,17.7,17.9,19.7,2.28,Ústecký,všechny byty,2010-08-01 00:00:00
1495,2002-0-2010-8,2002,2010,8,0,1937165.909,41.2,41.7,45.8,5.32,Jihomoravský,všechny byty,2010-08-01 00:00:00
1496,2009-0-2010-8,2009,2010,8,0,1336743.334,31.9,32.2,35.4,4.11,Olomoucký,všechny byty,2010-08-01 00:00:00
1497,2012-0-2010-8,2012,2010,8,0,1034006.293,24.6,24.9,27.3,3.17,Moravskoslezský,všechny byty,2010-08-01 00:00:00
1498,2014-0-2010-8,2014,2010,8,0,1497593.892,32.8,33.2,36.5,4.24,Zlínský,všechny byty,2010-08-01 00:00:00
1499,0-0-2010-8,0,2010,8,0,1686492.0,34.1,34.5,37.8,4.4,Celá ČR,všechny byty,2010-08-01 00:00:00
1500,1001-113-2010-9,1001,2010,9,113,2213804.401,38.6,38.6,42.9,5.03,Praha,1+1,2010-09-01 00:00:00
1501,1003-113-2010-9,1003,2010,9,113,961001.5296,21.5,21.5,23.9,2.8,Jihočeský,1+1,2010-09-01 00:00:00
1502,1004-113-2010-9,1004,2010,9,113,941750.8599,20.8,20.8,23.1,2.71,Pardubický,1+1,2010-09-01 00:00:00
1503,1005-113-2010-9,1005,2010,9,113,976136.7158,21.6,21.6,24.0,2.81,Královéhradecký,1+1,2010-09-01 00:00:00
1504,1006-113-2010-9,1006,2010,9,113,817085.0,16.7,16.7,18.6,2.18,Vysočina,1+1,2010-09-01 00:00:00
1505,1007-113-2010-9,1007,2010,9,113,772254.2575,17.8,17.8,19.8,2.32,Karlovarský,1+1,2010-09-01 00:00:00
1506,1008-113-2010-9,1008,2010,9,113,843930.2253,19.2,19.2,21.3,2.5,Liberecký,1+1,2010-09-01 00:00:00
1507,1010-113-2010-9,1010,2010,9,113,1080213.152,23.1,23.1,25.7,3.01,Plzeňský,1+1,2010-09-01 00:00:00
1508,1011-113-2010-9,1011,2010,9,113,1218468.127,23.1,23.1,25.7,3.02,Středočeský,1+1,2010-09-01 00:00:00
1509,1013-113-2010-9,1013,2010,9,113,464285.1306,11.0,11.0,12.2,1.43,Ústecký,1+1,2010-09-01 00:00:00
1510,2002-113-2010-9,2002,2010,9,113,1207489.102,25.2,25.2,28.0,3.29,Jihomoravský,1+1,2010-09-01 00:00:00
1511,2009-113-2010-9,2009,2010,9,113,885315.5331,20.8,20.8,23.1,2.71,Olomoucký,1+1,2010-09-01 00:00:00
1512,2012-113-2010-9,2012,2010,9,113,663540.2988,15.5,15.5,17.2,2.02,Moravskoslezský,1+1,2010-09-01 00:00:00
1513,2014-113-2010-9,2014,2010,9,113,889681.5206,19.3,19.3,21.4,2.51,Zlínský,1+1,2010-09-01 00:00:00
1514,1001-123-2010-9,1001,2010,9,123,3214370.2430000002,56.1,56.0,62.3,7.31,Praha,2+1,2010-09-01 00:00:00
1515,1003-123-2010-9,1003,2010,9,123,1198767.945,26.8,26.8,29.8,3.5,Jihočeský,2+1,2010-09-01 00:00:00
1516,1004-123-2010-9,1004,2010,9,123,1293539.25,28.5,28.5,31.7,3.72,Pardubický,2+1,2010-09-01 00:00:00
1517,1005-123-2010-9,1005,2010,9,123,1334434.26,29.5,29.5,32.8,3.85,Královéhradecký,2+1,2010-09-01 00:00:00
1518,1006-123-2010-9,1006,2010,9,123,1085000.744,22.2,22.2,24.7,2.89,Vysočina,2+1,2010-09-01 00:00:00
1519,1007-123-2010-9,1007,2010,9,123,1295754.124,29.9,29.8,33.2,3.89,Karlovarský,2+1,2010-09-01 00:00:00
1520,1008-123-2010-9,1008,2010,9,123,1111518.081,25.3,25.3,28.1,3.3,Liberecký,2+1,2010-09-01 00:00:00
1521,1010-123-2010-9,1010,2010,9,123,1651184.263,35.3,35.3,39.3,4.61,Plzeňský,2+1,2010-09-01 00:00:00
1522,1011-123-2010-9,1011,2010,9,123,1710217.48,32.5,32.5,36.1,4.24,Středočeský,2+1,2010-09-01 00:00:00
1523,1013-123-2010-9,1013,2010,9,123,684272.3649,16.2,16.2,18.0,2.11,Ústecký,2+1,2010-09-01 00:00:00
1524,2002-123-2010-9,2002,2010,9,123,1799329.958,37.6,37.6,41.8,4.9,Jihomoravský,2+1,2010-09-01 00:00:00
1525,2009-123-2010-9,2009,2010,9,123,1235429.523,29.1,29.0,32.3,3.79,Olomoucký,2+1,2010-09-01 00:00:00
1526,2012-123-2010-9,2012,2010,9,123,922367.9065,21.6,21.6,24.0,2.81,Moravskoslezský,2+1,2010-09-01 00:00:00
1527,2014-123-2010-9,2014,2010,9,123,1312019.5659999999,28.4,28.4,31.6,3.71,Zlínský,2+1,2010-09-01 00:00:00
1528,1001-126-2010-9,1001,2010,9,126,4654381.203,81.2,81.1,90.2,10.59,Praha,3+1,2010-09-01 00:00:00
1529,1003-126-2010-9,1003,2010,9,126,1354206.5559999999,30.3,30.3,33.7,3.95,Jihočeský,3+1,2010-09-01 00:00:00
1530,1004-126-2010-9,1004,2010,9,126,1616926.9819999998,35.7,35.7,39.6,4.65,Pardubický,3+1,2010-09-01 00:00:00
1531,1005-126-2010-9,1005,2010,9,126,1503153.52,33.3,33.2,37.0,4.34,Královéhradecký,3+1,2010-09-01 00:00:00
1532,1006-126-2010-9,1006,2010,9,126,1304384.159,26.7,26.7,29.6,3.48,Vysočina,3+1,2010-09-01 00:00:00
1533,1007-126-2010-9,1007,2010,9,126,1631664.251,37.6,37.6,41.8,4.9,Karlovarský,3+1,2010-09-01 00:00:00
1534,1008-126-2010-9,1008,2010,9,126,1300356.956,29.6,29.6,32.9,3.86,Liberecký,3+1,2010-09-01 00:00:00
1535,1010-126-2010-9,1010,2010,9,126,1961831.436,42.0,42.0,46.7,5.48,Plzeňský,3+1,2010-09-01 00:00:00
1536,1011-126-2010-9,1011,2010,9,126,2112030.086,40.1,40.1,44.6,5.23,Středočeský,3+1,2010-09-01 00:00:00
1537,1013-126-2010-9,1013,2010,9,126,836029.395,19.8,19.8,22.0,2.58,Ústecký,3+1,2010-09-01 00:00:00
1538,2002-126-2010-9,2002,2010,9,126,1972776.654,41.2,41.2,45.8,5.37,Jihomoravský,3+1,2010-09-01 00:00:00
1539,2009-126-2010-9,2009,2010,9,126,1412315.425,33.2,33.2,36.9,4.33,Olomoucký,3+1,2010-09-01 00:00:00
