kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb
1006-133-2013-4,1006,2013,4,133,1683105,0.3032,0.3079,0.3387,4.54
1007-133-2013-4,1007,2013,4,133,2156618,0.397,0.4032,0.4436,5.95
1008-133-2013-4,1008,2013,4,133,2269355,0.4535,0.4606,0.5068,6.79
1010-133-2013-4,1010,2013,4,133,1815760,0.343,0.3484,0.3832,5.14
1011-133-2013-4,1011,2013,4,133,2758246,0.4459,0.4529,0.4982,6.68
1013-133-2013-4,1013,2013,4,133,779496,0.1673,0.1699,0.187,2.50
2002-133-2013-4,2002,2013,4,133,3301990,0.6092,0.6188,0.6807,9.13
2009-133-2013-4,2009,2013,4,133,2193170,0.4459,0.4529,0.4982,6.68
2012-133-2013-4,2012,2013,4,133,1371639,0.2935,0.2981,0.3279,4.39
2014-133-2013-4,2014,2013,4,133,1916945,0.368,0.3738,0.4112,5.51
0-113-2013-4,0,2013,4,113,866631,0.15,0.1524,0.1677,2.25
0-123-2013-4,0,2013,4,123,1162886,0.2013,0.2045,0.225,3.01
0-126-2013-4,0,2013,4,126,1410657,0.2443,0.2481,0.2729,3.66
0-133-2013-4,0,2013,4,133,1888132,0.327,0.3321,0.3654,4.90
1001-0-2013-4,1001,2013,4,0,3488377,0.5403,0.5488,0.6037,8.10
1003-0-2013-4,1003,2013,4,0,1208109,0.2325,0.2361,0.2597,3.48
1004-0-2013-4,1004,2013,4,0,1294940,0.2586,0.2627,0.289,3.87
1005-0-2013-4,1005,2013,4,0,1681602,0.3063,0.3112,0.3423,4.59
1006-0-2013-4,1006,2013,4,0,1139799,0.2053,0.2085,0.2294,3.07
1007-0-2013-4,1007,2013,4,0,1417536,0.2609,0.265,0.2916,3.91
1008-0-2013-4,1008,2013,4,0,1215517,0.2429,0.2467,0.2714,3.64
1010-0-2013-4,1010,2013,4,0,1317653,0.2489,0.2528,0.2781,3.73
1011-0-2013-4,1011,2013,4,0,1604444,0.2593,0.2634,0.2898,3.88
1013-0-2013-4,1013,2013,4,0,597151,0.1281,0.1301,0.1432,1.92
2002-0-2013-4,2002,2013,4,0,1634394,0.3015,0.3062,0.3369,4.52
2009-0-2013-4,2009,2013,4,0,1432659,0.2912,0.2958,0.3254,4.36
2012-0-2013-4,2012,2013,4,0,917030,0.1962,0.1993,0.2192,2.94
2014-0-2013-4,2014,2013,4,0,1273820,0.2445,0.2484,0.2732,3.66
0-0-2013-4,0,2013,4,0,1676082,0.2903,0.2948,0.3243,4.35
1001-113-2013-5,1001,2013,5,113,2044886,0.315,0.3189,0.353,4.74
1003-113-2013-5,1003,2013,5,113,839944,0.1608,0.1627,0.1801,2.42
1004-113-2013-5,1004,2013,5,113,816209,0.1621,0.1641,0.1817,2.44
1005-113-2013-5,1005,2013,5,113,1138433,0.2063,0.2088,0.2311,3.10
1006-113-2013-5,1006,2013,5,113,669191,0.1199,0.1213,0.1343,1.80
1007-113-2013-5,1007,2013,5,113,803514,0.1471,0.1489,0.1648,2.21
1008-113-2013-5,1008,2013,5,113,874161,0.1737,0.1759,0.1947,2.61
1010-113-2013-5,1010,2013,5,113,917124,0.1723,0.1744,0.193,2.59
1011-113-2013-5,1011,2013,5,113,1036528,0.1666,0.1686,0.1867,2.51
1013-113-2013-5,1013,2013,5,113,343296,0.0733,0.0741,0.0821,1.10
2002-113-2013-5,2002,2013,5,113,1143926,0.2099,0.2125,0.2352,3.16
2009-113-2013-5,2009,2013,5,113,878290,0.1776,0.1798,0.199,2.67
2012-113-2013-5,2012,2013,5,113,570569,0.1214,0.1229,0.136,1.83
2014-113-2013-5,2014,2013,5,113,831974,0.1588,0.1608,0.178,2.39
1001-123-2013-5,1001,2013,5,123,2935020,0.4522,0.4577,0.5067,6.81
1003-123-2013-5,1003,2013,5,123,1143649,0.2189,0.2216,0.2452,3.29
1004-123-2013-5,1004,2013,5,123,1154231,0.2293,0.2321,0.2569,3.45
1005-123-2013-5,1005,2013,5,123,1759115,0.3188,0.3227,0.3572,4.80
1006-123-2013-5,1006,2013,5,123,943391,0.169,0.1711,0.1894,2.54
1007-123-2013-5,1007,2013,5,123,1366304,0.2502,0.2532,0.2803,3.77
1008-123-2013-5,1008,2013,5,123,1101772,0.219,0.2217,0.2454,3.30
1010-123-2013-5,1010,2013,5,123,1234888,0.232,0.2348,0.2599,3.49
1011-123-2013-5,1011,2013,5,123,1380139,0.2219,0.2246,0.2486,3.34
1013-123-2013-5,1013,2013,5,123,547286,0.1168,0.1183,0.1309,1.76
2002-123-2013-5,2002,2013,5,123,1794072,0.3292,0.3332,0.3689,4.96
2009-123-2013-5,2009,2013,5,123,1228676,0.2485,0.2515,0.2784,3.74
2012-123-2013-5,2012,2013,5,123,808399,0.172,0.1741,0.1927,2.59
2014-123-2013-5,2014,2013,5,123,1132918,0.2163,0.219,0.2424,3.26
1001-126-2013-5,1001,2013,5,126,4249192,0.6547,0.6627,0.7335,9.86
1003-126-2013-5,1003,2013,5,126,1220065,0.2335,0.2364,0.2616,3.51
1004-126-2013-5,1004,2013,5,126,1414813,0.2811,0.2845,0.3149,4.23
1005-126-2013-5,1005,2013,5,126,1769082,0.3206,0.3245,0.3592,4.83
1006-126-2013-5,1006,2013,5,126,1286902,0.2305,0.2334,0.2583,3.47
1007-126-2013-5,1007,2013,5,126,1662275,0.3044,0.3081,0.341,4.58
1008-126-2013-5,1008,2013,5,126,1234783,0.2454,0.2484,0.275,3.69
1010-126-2013-5,1010,2013,5,126,1437780,0.2701,0.2734,0.3027,4.07
1011-126-2013-5,1011,2013,5,126,1869459,0.3006,0.3042,0.3368,4.53
1013-126-2013-5,1013,2013,5,126,701539,0.1498,0.1516,0.1678,2.25
2002-126-2013-5,2002,2013,5,126,1467755,0.2693,0.2726,0.3018,4.05
2009-126-2013-5,2009,2013,5,126,1559465,0.3154,0.3192,0.3534,4.75
2012-126-2013-5,2012,2013,5,126,1021496,0.2174,0.22,0.2436,3.27
2014-126-2013-5,2014,2013,5,126,1493258,0.2851,0.2886,0.3195,4.29
1001-133-2013-5,1001,2013,5,133,5624493,0.8666,0.8772,0.971,13.06
1003-133-2013-5,1003,2013,5,133,1345066,0.2575,0.2606,0.2884,3.88
1004-133-2013-5,1004,2013,5,133,2061948,0.4097,0.4147,0.459,6.17
1005-133-2013-5,1005,2013,5,133,2490667,0.4514,0.4569,0.5057,6.80
1006-133-2013-5,1006,2013,5,133,1460750,0.2617,0.2649,0.2932,3.94
1007-133-2013-5,1007,2013,5,133,2817442,0.5159,0.5222,0.5781,7.77
1008-133-2013-5,1008,2013,5,133,2000075,0.3976,0.4024,0.4455,5.99
1010-133-2013-5,1010,2013,5,133,1832367,0.3443,0.3485,0.3858,5.18
1011-133-2013-5,1011,2013,5,133,2790519,0.4487,0.4541,0.5027,6.76
1013-133-2013-5,1013,2013,5,133,764204,0.1632,0.1651,0.1828,2.45
2002-133-2013-5,2002,2013,5,133,3409907,0.6258,0.6334,0.7011,9.43
2009-133-2013-5,2009,2013,5,133,2265659,0.4582,0.4638,0.5134,6.90
2012-133-2013-5,2012,2013,5,133,1355084,0.2884,0.2919,0.3231,4.34
2014-133-2013-5,2014,2013,5,133,1828597,0.3492,0.3535,0.3912,5.26
0-113-2013-5,0,2013,5,113,888843,0.1531,0.155,0.1715,2.30
0-123-2013-5,0,2013,5,123,1173634,0.2022,0.2046,0.2265,3.04
0-126-2013-5,0,2013,5,126,1413546,0.2435,0.2465,0.2728,3.67
0-133-2013-5,0,2013,5,133,1945277,0.3351,0.3392,0.3754,5.05
1001-0-2013-5,1001,2013,5,0,3530561,0.544,0.5506,0.6095,8.19
1003-0-2013-5,1003,2013,5,0,1158806,0.2218,0.2245,0.2485,3.34
1004-0-2013-5,1004,2013,5,0,1279439,0.2542,0.2573,0.2848,3.83
1005-0-2013-5,1005,2013,5,0,1724431,0.3125,0.3163,0.3501,4.71
1006-0-2013-5,1006,2013,5,0,1073125,0.1922,0.1946,0.2154,2.89
1007-0-2013-5,1007,2013,5,0,1483458,0.2716,0.2749,0.3043,4.09
1008-0-2013-5,1008,2013,5,0,1213584,0.2412,0.2441,0.2703,3.63
1010-0-2013-5,1010,2013,5,0,1326987,0.2493,0.2523,0.2793,3.75
1011-0-2013-5,1011,2013,5,0,1604430,0.2579,0.2611,0.289,3.88
1013-0-2013-5,1013,2013,5,0,608252,0.1298,0.1314,0.1455,1.95
2002-0-2013-5,2002,2013,5,0,1606816,0.2948,0.2985,0.3304,4.44
2009-0-2013-5,2009,2013,5,0,1414100,0.286,0.2895,0.3204,4.31
2012-0-2013-5,2012,2013,5,0,911576,0.194,0.1963,0.2174,2.92
2014-0-2013-5,2014,2013,5,0,1263330,0.2412,0.2442,0.2703,3.63
0-0-2013-5,0,2013,5,0,1699226,0.2927,0.2963,0.328,4.41
1001-113-2013-6,1001,2013,6,113,2073369,0.3194,0.323,0.3579,4.81
1003-113-2013-6,1003,2013,6,113,897899,0.1718,0.1738,0.1925,2.59
1004-113-2013-6,1004,2013,6,113,793616,0.1576,0.1594,0.1766,2.37
1005-113-2013-6,1005,2013,6,113,1126124,0.204,0.2063,0.2286,3.07
1006-113-2013-6,1006,2013,6,113,674080,0.1207,0.1221,0.1353,1.82
1007-113-2013-6,1007,2013,6,113,772766,0.1414,0.1431,0.1585,2.13
1008-113-2013-6,1008,2013,6,113,823003,0.1635,0.1654,0.1833,2.46
1010-113-2013-6,1010,2013,6,113,918684,0.1725,0.1745,0.1934,2.60
1011-113-2013-6,1011,2013,6,113,1044924,0.1679,0.1699,0.1882,2.53
1013-113-2013-6,1013,2013,6,113,327361,0.0698,0.0706,0.0783,1.05
2002-113-2013-6,2002,2013,6,113,1156158,0.2121,0.2145,0.2377,3.19
2009-113-2013-6,2009,2013,6,113,855373,0.1729,0.1749,0.1938,2.60
2012-113-2013-6,2012,2013,6,113,555101,0.1181,0.1194,0.1323,1.78
2014-113-2013-6,2014,2013,6,113,819558,0.1564,0.1582,0.1753,2.35
1001-123-2013-6,1001,2013,6,123,2971642,0.4577,0.463,0.513,6.90
1003-123-2013-6,1003,2013,6,123,1181152,0.226,0.2286,0.2533,3.40
1004-123-2013-6,1004,2013,6,123,1139809,0.2264,0.229,0.2537,3.41
1005-123-2013-6,1005,2013,6,123,1784177,0.3233,0.327,0.3623,4.87
1006-123-2013-6,1006,2013,6,123,928209,0.1662,0.1682,0.1863,2.50
1007-123-2013-6,1007,2013,6,123,1283096,0.2349,0.2376,0.2632,3.54
1008-123-2013-6,1008,2013,6,123,1062885,0.2112,0.2136,0.2367,3.18
1010-123-2013-6,1010,2013,6,123,1189516,0.2234,0.226,0.2504,3.36
1011-123-2013-6,1011,2013,6,123,1387594,0.223,0.2256,0.25,3.36
1013-123-2013-6,1013,2013,6,123,526116,0.1123,0.1136,0.1258,1.69
2002-123-2013-6,2002,2013,6,123,1822246,0.3343,0.3382,0.3747,5.03
2009-123-2013-6,2009,2013,6,123,1221455,0.247,0.2498,0.2768,3.72
2012-123-2013-6,2012,2013,6,123,784400,0.1669,0.1688,0.187,2.51
2014-123-2013-6,2014,2013,6,123,1133097,0.2163,0.2188,0.2424,3.26
1001-126-2013-6,1001,2013,6,126,4298293,0.6621,0.6698,0.742,9.98
1003-126-2013-6,1003,2013,6,126,1220264,0.2335,0.2362,0.2617,3.52
1004-126-2013-6,1004,2013,6,126,1397598,0.2776,0.2808,0.3111,4.18
1005-126-2013-6,1005,2013,6,126,1785466,0.3235,0.3272,0.3625,4.87
1006-126-2013-6,1006,2013,6,126,1301791,0.2332,0.2359,0.2613,3.51
1007-126-2013-6,1007,2013,6,126,1623316,0.2972,0.3006,0.333,4.48
1008-126-2013-6,1008,2013,6,126,1269370,0.2523,0.2551,0.2827,3.80
1010-126-2013-6,1010,2013,6,126,1431178,0.2688,0.2719,0.3013,4.05
1011-126-2013-6,1011,2013,6,126,1865797,0.2999,0.3034,0.3361,4.52
1013-126-2013-6,1013,2013,6,126,682829,0.1458,0.1474,0.1633,2.19
2002-126-2013-6,2002,2013,6,126,1450124,0.266,0.2691,0.2981,4.01
2009-126-2013-6,2009,2013,6,126,1556410,0.3147,0.3183,0.3527,4.74
2012-126-2013-6,2012,2013,6,126,990642,0.2108,0.2132,0.2362,3.17
2014-126-2013-6,2014,2013,6,126,1484258,0.2834,0.2866,0.3176,4.27
1001-133-2013-6,1001,2013,6,133,5663074,0.8724,0.8824,0.9776,13.14
1003-133-2013-6,1003,2013,6,133,1445111,0.2765,0.2797,0.3099,4.16
1004-133-2013-6,1004,2013,6,133,1972994,0.3919,0.3964,0.4392,5.90
1005-133-2013-6,1005,2013,6,133,2557130,0.4633,0.4686,0.5192,6.98
1006-133-2013-6,1006,2013,6,133,1640111,0.2938,0.2972,0.3292,4.42
1007-133-2013-6,1007,2013,6,133,2710976,0.4963,0.5021,0.5562,7.48
1008-133-2013-6,1008,2013,6,133,1936634,0.3849,0.3893,0.4313,5.80
1010-133-2013-6,1010,2013,6,133,1796796,0.3375,0.3414,0.3782,5.08
1011-133-2013-6,1011,2013,6,133,2774280,0.446,0.4511,0.4998,6.72
1013-133-2013-6,1013,2013,6,133,757285,0.1616,0.1635,0.1812,2.43
2002-133-2013-6,2002,2013,6,133,3381359,0.6204,0.6276,0.6953,9.35
2009-133-2013-6,2009,2013,6,133,2239191,0.4527,0.458,0.5074,6.82
2012-133-2013-6,2012,2013,6,133,1261540,0.2684,0.2715,0.3008,4.04
2014-133-2013-6,2014,2013,6,133,1807514,0.3451,0.3491,0.3867,5.20
0-113-2013-6,0,2013,6,113,903826,0.1556,0.1574,0.1744,2.34
0-123-2013-6,0,2013,6,123,1150364,0.1981,0.2004,0.222,2.98
0-126-2013-6,0,2013,6,126,1402475,0.2415,0.2443,0.2707,3.64
0-133-2013-6,0,2013,6,133,1934113,0.3331,0.3369,0.3733,5.02
1001-0-2013-6,1001,2013,6,0,3581067,0.5516,0.558,0.6182,8.31
1003-0-2013-6,1003,2013,6,0,1192433,0.2282,0.2308,0.2557,3.44
1004-0-2013-6,1004,2013,6,0,1256629,0.2496,0.2525,0.2797,3.76
1005-0-2013-6,1005,2013,6,0,1740514,0.3153,0.319,0.3534,4.75
1006-0-2013-6,1006,2013,6,0,1078020,0.1931,0.1953,0.2164,2.91
1007-0-2013-6,1007,2013,6,0,1438760,0.2634,0.2664,0.2952,3.97
1008-0-2013-6,1008,2013,6,0,1194210,0.2373,0.24,0.266,3.57
1010-0-2013-6,1010,2013,6,0,1295720,0.2434,0.2462,0.2728,3.66
1011-0-2013-6,1011,2013,6,0,1621260,0.2606,0.2636,0.2921,3.92
1013-0-2013-6,1013,2013,6,0,584171,0.1247,0.1261,0.1397,1.88
2002-0-2013-6,2002,2013,6,0,1604767,0.2944,0.2978,0.3299,4.43
2009-0-2013-6,2009,2013,6,0,1398515,0.2828,0.286,0.3169,4.26
2012-0-2013-6,2012,2013,6,0,881800,0.1876,0.1898,0.2102,2.82
2014-0-2013-6,2014,2013,6,0,1272692,0.243,0.2458,0.2723,3.66
0-0-2013-6,0,2013,6,0,1703705,0.2934,0.2968,0.3288,4.42
1001-113-2013-7,1001,2013,7,113,1988082,0.3087,0.312,0.3453,4.61
1003-113-2013-7,1003,2013,7,113,892641,0.1722,0.174,0.1926,2.57
1004-113-2013-7,1004,2013,7,113,793289,0.1588,0.1605,0.1777,2.37
1005-113-2013-7,1005,2013,7,113,1068004,0.1951,0.1971,0.2182,2.91
1006-113-2013-7,1006,2013,7,113,696286,0.1257,0.127,0.1406,1.88
1007-113-2013-7,1007,2013,7,113,773634,0.1428,0.1443,0.1597,2.13
1008-113-2013-7,1008,2013,7,113,807603,0.1618,0.1635,0.181,2.41
1010-113-2013-7,1010,2013,7,113,909775,0.1723,0.1741,0.1927,2.57
1011-113-2013-7,1011,2013,7,113,1018769,0.1651,0.1668,0.1847,2.46
1013-113-2013-7,1013,2013,7,113,342110,0.0736,0.0744,0.0823,1.10
2002-113-2013-7,2002,2013,7,113,1191639,0.2204,0.2227,0.2465,3.29
2009-113-2013-7,2009,2013,7,113,871888,0.1777,0.1796,0.1988,2.65
2012-113-2013-7,2012,2013,7,113,552505,0.1185,0.1197,0.1325,1.77
2014-113-2013-7,2014,2013,7,113,883034,0.1699,0.1717,0.1901,2.54
1001-123-2013-7,1001,2013,7,123,2900258,0.4504,0.4552,0.5038,6.73
1003-123-2013-7,1003,2013,7,123,1180730,0.2278,0.2302,0.2548,3.40
1004-123-2013-7,1004,2013,7,123,1104619,0.2212,0.2235,0.2474,3.30
1005-123-2013-7,1005,2013,7,123,1718753,0.3139,0.3173,0.3512,4.69
1006-123-2013-7,1006,2013,7,123,963811,0.174,0.1759,0.1947,2.60
1007-123-2013-7,1007,2013,7,123,1308975,0.2416,0.2441,0.2702,3.61
1008-123-2013-7,1008,2013,7,123,1093257,0.219,0.2213,0.245,3.27
1010-123-2013-7,1010,2013,7,123,1166040,0.2208,0.2231,0.247,3.30
1011-123-2013-7,1011,2013,7,123,1380836,0.2238,0.2261,0.2503,3.34
1013-123-2013-7,1013,2013,7,123,527610,0.1135,0.1147,0.127,1.69
2002-123-2013-7,2002,2013,7,123,1801118,0.3332,0.3367,0.3727,4.98
2009-123-2013-7,2009,2013,7,123,1203389,0.2453,0.2479,0.2744,3.66
2012-123-2013-7,2012,2013,7,123,782745,0.1679,0.1697,0.1878,2.51
2014-123-2013-7,2014,2013,7,123,1169564,0.2251,0.2275,0.2518,3.36
1001-126-2013-7,1001,2013,7,126,4115995,0.6392,0.646,0.715,9.55
1003-126-2013-7,1003,2013,7,126,1224374,0.2362,0.2387,0.2642,3.53
1004-126-2013-7,1004,2013,7,126,1401613,0.2807,0.2836,0.314,4.19
1005-126-2013-7,1005,2013,7,126,1736264,0.3172,0.3205,0.3548,4.74
1006-126-2013-7,1006,2013,7,126,1289297,0.2328,0.2353,0.2604,3.48
1007-126-2013-7,1007,2013,7,126,1619366,0.2989,0.3021,0.3343,4.46
1008-126-2013-7,1008,2013,7,126,1302688,0.261,0.2638,0.292,3.90
1010-126-2013-7,1010,2013,7,126,1370517,0.2595,0.2623,0.2903,3.88
1011-126-2013-7,1011,2013,7,126,1857258,0.301,0.3042,0.3367,4.50
1013-126-2013-7,1013,2013,7,126,699705,0.1506,0.1522,0.1684,2.25
2002-126-2013-7,2002,2013,7,126,1427949,0.2641,0.2669,0.2954,3.94
2009-126-2013-7,2009,2013,7,126,1542468,0.3144,0.3178,0.3517,4.70
2012-126-2013-7,2012,2013,7,126,983818,0.211,0.2133,0.2361,3.15
2014-126-2013-7,2014,2013,7,126,1508709,0.2904,0.2935,0.3248,4.34
1001-133-2013-7,1001,2013,7,133,5691694,0.884,0.8934,0.9888,13.21
1003-133-2013-7,1003,2013,7,133,1506791,0.2907,0.2938,0.3252,4.34
1004-133-2013-7,1004,2013,7,133,1963858,0.3933,0.3975,0.4399,5.88
1005-133-2013-7,1005,2013,7,133,2413592,0.4409,0.4456,0.4932,6.59
1006-133-2013-7,1006,2013,7,133,1676375,0.3027,0.306,0.3387,4.52
1007-133-2013-7,1007,2013,7,133,2715036,0.5012,0.5065,0.5606,7.49
1008-133-2013-7,1008,2013,7,133,2006788,0.4021,0.4063,0.4498,6.01
1010-133-2013-7,1010,2013,7,133,1889353,0.3578,0.3616,0.4003,5.35
1011-133-2013-7,1011,2013,7,133,2766209,0.4483,0.4531,0.5015,6.70
1013-133-2013-7,1013,2013,7,133,820252,0.1765,0.1784,0.1975,2.64
2002-133-2013-7,2002,2013,7,133,3395930,0.6282,0.6349,0.7027,9.39
2009-133-2013-7,2009,2013,7,133,2268875,0.4625,0.4674,0.5174,6.91
2012-133-2013-7,2012,2013,7,133,1298914,0.2786,0.2816,0.3117,4.16
2014-133-2013-7,2014,2013,7,133,1849946,0.3561,0.3599,0.3983,5.32
0-113-2013-7,0,2013,7,113,952385,0.1653,0.1671,0.185,2.47
0-123-2013-7,0,2013,7,123,1183065,0.2054,0.2076,0.2298,3.07
0-126-2013-7,0,2013,7,126,1414658,0.2456,0.2482,0.2748,3.67
0-133-2013-7,0,2013,7,133,1963798,0.341,0.3446,0.3814,5.09
1001-0-2013-7,1001,2013,7,0,3397468,0.5276,0.5332,0.5902,7.88
1003-0-2013-7,1003,2013,7,0,1202619,0.232,0.2345,0.2595,3.46
1004-0-2013-7,1004,2013,7,0,1249479,0.2502,0.2529,0.2799,3.74
1005-0-2013-7,1005,2013,7,0,1681801,0.3072,0.3105,0.3436,4.59
1006-0-2013-7,1006,2013,7,0,1099236,0.1985,0.2006,0.222,2.96
1007-0-2013-7,1007,2013,7,0,1450493,0.2677,0.2706,0.2994,4.00
1008-0-2013-7,1008,2013,7,0,1203907,0.2412,0.2437,0.2698,3.60
1010-0-2013-7,1010,2013,7,0,1269628,0.2404,0.243,0.269,3.59
1011-0-2013-7,1011,2013,7,0,1605559,0.2602,0.2629,0.291,3.89
1013-0-2013-7,1013,2013,7,0,598499,0.1288,0.1301,0.1441,1.92
2002-0-2013-7,2002,2013,7,0,1588501,0.2938,0.2969,0.3287,4.39
2009-0-2013-7,2009,2013,7,0,1408274,0.2871,0.2901,0.3211,4.29
2012-0-2013-7,2012,2013,7,0,882720,0.1893,0.1913,0.2118,2.83
2014-0-2013-7,2014,2013,7,0,1307116,0.2516,0.2543,0.2814,3.76
0-0-2013-7,0,2013,7,0,1732749,0.3009,0.3041,0.3365,4.49
1001-113-2013-8,1001,2013,8,113,2060236,0.321,0.3246,0.3602,4.78
1003-113-2013-8,1003,2013,8,113,878846,0.1701,0.172,0.1909,2.53
1004-113-2013-8,1004,2013,8,113,791599,0.159,0.1608,0.1785,2.37
1005-113-2013-8,1005,2013,8,113,1087727,0.1993,0.2015,0.2237,2.97
1006-113-2013-8,1006,2013,8,113,696789,0.1262,0.1276,0.1417,1.88
1007-113-2013-8,1007,2013,8,113,771725,0.1429,0.1445,0.1603,2.12
1008-113-2013-8,1008,2013,8,113,920530,0.185,0.1871,0.2076,2.75
1010-113-2013-8,1010,2013,8,113,927167,0.1761,0.1781,0.1977,2.62
1011-113-2013-8,1011,2013,8,113,1015813,0.1652,0.167,0.1853,2.46
1013-113-2013-8,1013,2013,8,113,333692,0.072,0.0728,0.0808,1.07
2002-113-2013-8,2002,2013,8,113,1165278,0.2162,0.2186,0.2427,3.22
2009-113-2013-8,2009,2013,8,113,911535,0.1864,0.1885,0.2092,2.77
2012-113-2013-8,2012,2013,8,113,554201,0.1192,0.1205,0.1338,1.77
2014-113-2013-8,2014,2013,8,113,887698,0.1714,0.1733,0.1924,2.55
1001-123-2013-8,1001,2013,8,123,3037927,0.4734,0.4786,0.5312,7.05
1003-123-2013-8,1003,2013,8,123,1156320,0.2238,0.2263,0.2512,3.33
1004-123-2013-8,1004,2013,8,123,1122887,0.2256,0.2281,0.2532,3.36
1005-123-2013-8,1005,2013,8,123,1685530,0.3089,0.3123,0.3467,4.60
1006-123-2013-8,1006,2013,8,123,972115,0.1761,0.1781,0.1977,2.62
1007-123-2013-8,1007,2013,8,123,1286347,0.2382,0.2409,0.2673,3.55
1008-123-2013-8,1008,2013,8,123,1157091,0.2326,0.2352,0.261,3.46
1010-123-2013-8,1010,2013,8,123,1216257,0.2311,0.2336,0.2593,3.44
1011-123-2013-8,1011,2013,8,123,1438375,0.2339,0.2365,0.2625,3.48
1013-123-2013-8,1013,2013,8,123,517758,0.1118,0.113,0.1254,1.66
2002-123-2013-8,2002,2013,8,123,1816226,0.3371,0.3408,0.3783,5.02
2009-123-2013-8,2009,2013,8,123,1195574,0.2445,0.2472,0.2744,3.64
2012-123-2013-8,2012,2013,8,123,771486,0.166,0.1679,0.1863,2.47
2014-123-2013-8,2014,2013,8,123,1143039,0.2208,0.2232,0.2477,3.28
1001-126-2013-8,1001,2013,8,126,4472895,0.697,0.7047,0.7822,10.38
1003-126-2013-8,1003,2013,8,126,1263599,0.2446,0.2473,0.2745,3.64
1004-126-2013-8,1004,2013,8,126,1432105,0.2877,0.2909,0.3229,4.28
1005-126-2013-8,1005,2013,8,126,1719885,0.3152,0.3187,0.3537,4.69
1006-126-2013-8,1006,2013,8,126,1249165,0.2263,0.2288,0.254,3.37
1007-126-2013-8,1007,2013,8,126,1589924,0.2944,0.2977,0.3304,4.38
1008-126-2013-8,1008,2013,8,126,1296963,0.2607,0.2636,0.2926,3.88
1010-126-2013-8,1010,2013,8,126,1391942,0.2645,0.2674,0.2968,3.94
1011-126-2013-8,1011,2013,8,126,1827721,0.2972,0.3005,0.3335,4.42
1013-126-2013-8,1013,2013,8,126,658542,0.1422,0.1437,0.1596,2.11
2002-126-2013-8,2002,2013,8,126,1577753,0.2928,0.2961,0.3286,4.36
2009-126-2013-8,2009,2013,8,126,1543708,0.3157,0.3192,0.3543,4.70
2012-126-2013-8,2012,2013,8,126,977668,0.2104,0.2127,0.2361,3.13
2014-126-2013-8,2014,2013,8,126,1496696,0.2891,0.2923,0.3244,4.30
1001-133-2013-8,1001,2013,8,133,5976959,0.9314,0.9417,1.0452,13.87
1003-133-2013-8,1003,2013,8,133,1559274,0.3019,0.3052,0.3387,4.49
1004-133-2013-8,1004,2013,8,133,1916091,0.385,0.3893,0.4321,5.73
1005-133-2013-8,1005,2013,8,133,2500262,0.4583,0.4633,0.5143,6.82
1006-133-2013-8,1006,2013,8,133,1700375,0.3081,0.3115,0.3457,4.59
1007-133-2013-8,1007,2013,8,133,2603904,0.4823,0.4876,0.5412,7.18
1008-133-2013-8,1008,2013,8,133,2243000,0.451,0.4559,0.506,6.71
1010-133-2013-8,1010,2013,8,133,1914410,0.3638,0.3678,0.4082,5.42
1011-133-2013-8,1011,2013,8,133,2728355,0.4437,0.4486,0.4979,6.61
1013-133-2013-8,1013,2013,8,133,701783,0.1515,0.1532,0.17,2.25
2002-133-2013-8,2002,2013,8,133,3493881,0.6485,0.6557,0.7277,9.66
2009-133-2013-8,2009,2013,8,133,2274970,0.4653,0.4705,0.5222,6.93
2012-133-2013-8,2012,2013,8,133,1234387,0.2657,0.2686,0.2982,3.95
2014-133-2013-8,2014,2013,8,133,1778005,0.3434,0.3472,0.3854,5.11
0-113-2013-8,0,2013,8,113,911664,0.1588,0.1606,0.1782,2.36
0-123-2013-8,0,2013,8,123,1158254,0.2018,0.204,0.2264,3.00
0-126-2013-8,0,2013,8,126,1448622,0.2524,0.2552,0.2832,3.76
0-133-2013-8,0,2013,8,133,1934557,0.3371,0.3408,0.3782,5.02
1001-0-2013-8,1001,2013,8,0,3687480,0.5746,0.581,0.6448,8.56
1003-0-2013-8,1003,2013,8,0,1221337,0.2364,0.239,0.2653,3.52
1004-0-2013-8,1004,2013,8,0,1246098,0.2504,0.2531,0.281,3.73
1005-0-2013-8,1005,2013,8,0,1676287,0.3072,0.3106,0.3448,4.57
1006-0-2013-8,1006,2013,8,0,1086965,0.1969,0.1991,0.221,2.93
1007-0-2013-8,1007,2013,8,0,1429442,0.2647,0.2677,0.2971,3.94
1008-0-2013-8,1008,2013,8,0,1271482,0.2556,0.2584,0.2868,3.80
1010-0-2013-8,1010,2013,8,0,1303514,0.2477,0.2504,0.278,3.69
1011-0-2013-8,1011,2013,8,0,1607703,0.2614,0.2643,0.2934,3.89
1013-0-2013-8,1013,2013,8,0,567833,0.1226,0.124,0.1376,1.82
2002-0-2013-8,2002,2013,8,0,1670050,0.3099,0.3134,0.3478,4.61
2009-0-2013-8,2009,2013,8,0,1403401,0.287,0.2902,0.3221,4.27
2012-0-2013-8,2012,2013,8,0,865613,0.1863,0.1883,0.209,2.77
2014-0-2013-8,2014,2013,8,0,1282830,0.2477,0.2505,0.278,3.69
0-0-2013-8,0,2013,8,0,1737710,0.3028,0.3061,0.3397,4.51
