kraj_index,byt_index,datum,cena,pdb,fdbi70,fdbi85,fdbi100
9,2,2010-10-01,816771,2.51,0.19,0.19,0.21
10,2,2010-10-01,1979442,5.35,0.41,0.41,0.46
11,2,2010-10-01,1390173,4.25,0.32,0.32,0.36
12,2,2010-10-01,1136851,3.45,0.26,0.26,0.29
13,2,2010-10-01,1606163,4.53,0.34,0.35,0.39
0,3,2010-10-01,6045090,13.74,1.04,1.05,1.17
1,3,2010-10-01,1948684,5.68,0.43,0.43,0.48
2,3,2010-10-01,2132033,6.10,0.46,0.47,0.52
3,3,2010-10-01,2485734,7.16,0.54,0.55,0.61
5,3,2010-10-01,2529663,7.57,0.57,0.58,0.64
6,3,2010-10-01,1522296,4.51,0.34,0.34,0.38
7,3,2010-10-01,2586032,7.17,0.54,0.55,0.61
8,3,2010-10-01,3239294,8.01,0.61,0.61,0.68
9,3,2010-10-01,793684,2.44,0.18,0.19,0.21
10,3,2010-10-01,3378845,9.14,0.69,0.70,0.78
11,3,2010-10-01,2351413,7.19,0.55,0.55,0.61
12,3,2010-10-01,1590886,4.82,0.37,0.37,0.41
13,3,2010-10-01,2065586,5.83,0.44,0.44,0.49
14,0,2010-10-01,986867,2.55,0.19,0.19,0.22
14,1,2010-10-01,1323616,3.42,0.26,0.26,0.29
14,2,2010-10-01,1573021,4.07,0.31,0.31,0.34
14,3,2010-10-01,2166272,5.60,0.42,0.43,0.48
0,4,2010-10-01,3769969,8.57,0.65,0.65,0.73
1,4,2010-10-01,1366894,3.98,0.30,0.30,0.34
2,4,2010-10-01,1421025,4.06,0.31,0.31,0.34
3,4,2010-10-01,1431004,4.12,0.31,0.31,0.35
4,4,2010-10-01,1154719,3.05,0.23,0.23,0.26
5,4,2010-10-01,1445013,4.32,0.33,0.33,0.37
6,4,2010-10-01,1146901,3.39,0.26,0.26,0.29
7,4,2010-10-01,1722425,4.77,0.36,0.36,0.41
8,4,2010-10-01,1894593,4.68,0.35,0.36,0.40
9,4,2010-10-01,711631,2.19,0.17,0.17,0.19
10,4,2010-10-01,1910543,5.17,0.39,0.39,0.44
11,4,2010-10-01,1335651,4.08,0.31,0.31,0.35
12,4,2010-10-01,1036276,3.14,0.24,0.24,0.27
13,4,2010-10-01,1421370,4.01,0.30,0.31,0.34
14,4,2010-10-01,1723613,4.46,0.34,0.34,0.38
0,0,2010-11-01,2172021,4.93,0.37,0.37,0.41
1,0,2010-11-01,945615,2.75,0.20,0.20,0.23
2,0,2010-11-01,895579,2.54,0.19,0.19,0.21
3,0,2010-11-01,967972,2.78,0.21,0.21,0.23
4,0,2010-11-01,839399,2.20,0.16,0.16,0.18
5,0,2010-11-01,812128,2.41,0.18,0.18,0.20
6,0,2010-11-01,757774,2.24,0.17,0.17,0.19
7,0,2010-11-01,1097918,3.02,0.23,0.23,0.25
8,0,2010-11-01,1240973,3.06,0.23,0.23,0.26
9,0,2010-11-01,454615,1.39,0.10,0.10,0.12
10,0,2010-11-01,1199969,3.22,0.24,0.24,0.27
11,0,2010-11-01,894289,2.72,0.20,0.20,0.23
12,0,2010-11-01,648971,1.95,0.15,0.15,0.16
13,0,2010-11-01,917418,2.58,0.19,0.19,0.22
0,1,2010-11-01,3109428,7.06,0.53,0.53,0.59
1,1,2010-11-01,1247194,3.63,0.27,0.27,0.30
2,1,2010-11-01,1326927,3.77,0.28,0.28,0.32
3,1,2010-11-01,1382398,3.97,0.29,0.30,0.33
4,1,2010-11-01,1052141,2.75,0.20,0.21,0.23
5,1,2010-11-01,1276315,3.80,0.28,0.28,0.32
6,1,2010-11-01,1078247,3.18,0.24,0.24,0.27
7,1,2010-11-01,1724363,4.74,0.35,0.35,0.40
8,1,2010-11-01,1672980,4.13,0.31,0.31,0.35
9,1,2010-11-01,664806,2.03,0.15,0.15,0.17
10,1,2010-11-01,1769442,4.75,0.35,0.35,0.40
11,1,2010-11-01,1253930,3.82,0.28,0.29,0.32
12,1,2010-11-01,916750,2.76,0.21,0.21,0.23
13,1,2010-11-01,1266042,3.57,0.27,0.27,0.30
0,2,2010-11-01,4448159,10.09,0.75,0.75,0.85
1,2,2010-11-01,1421062,4.13,0.31,0.31,0.35
2,2,2010-11-01,1620395,4.60,0.34,0.34,0.39
3,2,2010-11-01,1518350,4.36,0.33,0.33,0.37
4,2,2010-11-01,1311325,3.43,0.26,0.26,0.29
5,2,2010-11-01,1680818,5.00,0.37,0.37,0.42
6,2,2010-11-01,1281811,3.78,0.28,0.28,0.32
7,2,2010-11-01,2013771,5.54,0.41,0.41,0.47
8,2,2010-11-01,2120222,5.23,0.39,0.39,0.44
9,2,2010-11-01,804245,2.46,0.18,0.18,0.21
10,2,2010-11-01,2042206,5.48,0.41,0.41,0.46
11,2,2010-11-01,1374712,4.19,0.31,0.31,0.35
12,2,2010-11-01,1129986,3.41,0.25,0.26,0.29
13,2,2010-11-01,1580135,4.46,0.33,0.33,0.37
0,3,2010-11-01,6006954,13.63,1.01,1.02,1.14
1,3,2010-11-01,1830764,5.33,0.40,0.40,0.45
2,3,2010-11-01,2203098,6.26,0.47,0.47,0.52
3,3,2010-11-01,2556180,7.34,0.55,0.55,0.62
5,3,2010-11-01,2423788,7.22,0.54,0.54,0.60
6,3,2010-11-01,1537288,4.54,0.34,0.34,0.38
7,3,2010-11-01,2425350,6.68,0.50,0.50,0.56
8,3,2010-11-01,3047050,7.52,0.56,0.56,0.63
9,3,2010-11-01,810514,2.48,0.18,0.19,0.21
10,3,2010-11-01,3356341,9.01,0.67,0.67,0.76
11,3,2010-11-01,2348153,7.16,0.53,0.54,0.60
12,3,2010-11-01,1624876,4.90,0.36,0.37,0.41
13,3,2010-11-01,2060044,5.81,0.43,0.43,0.49
14,0,2010-11-01,990271,2.55,0.19,0.19,0.21
14,1,2010-11-01,1325145,3.41,0.25,0.26,0.29
14,2,2010-11-01,1577378,4.06,0.30,0.30,0.34
14,3,2010-11-01,2137921,5.51,0.41,0.41,0.46
0,4,2010-11-01,3697343,8.39,0.62,0.63,0.70
1,4,2010-11-01,1367311,3.98,0.30,0.30,0.33
2,4,2010-11-01,1436817,4.08,0.30,0.30,0.34
3,4,2010-11-01,1394055,4.00,0.30,0.30,0.34
4,4,2010-11-01,1172060,3.07,0.23,0.23,0.26
5,4,2010-11-01,1446568,4.31,0.32,0.32,0.36
6,4,2010-11-01,1145852,3.38,0.25,0.25,0.28
7,4,2010-11-01,1756363,4.83,0.36,0.36,0.41
8,4,2010-11-01,1878772,4.64,0.34,0.35,0.39
9,4,2010-11-01,706115,2.16,0.16,0.16,0.18
10,4,2010-11-01,1931009,5.18,0.39,0.39,0.43
11,4,2010-11-01,1330342,4.05,0.30,0.30,0.34
12,4,2010-11-01,1031171,3.11,0.23,0.23,0.26
13,4,2010-11-01,1409717,3.97,0.30,0.30,0.33
14,4,2010-11-01,1722188,4.43,0.33,0.33,0.37
0,0,2010-12-01,2192040,4.97,0.37,0.37,0.41
1,0,2010-12-01,912558,2.65,0.20,0.20,0.22
2,0,2010-12-01,877015,2.47,0.18,0.18,0.21
3,0,2010-12-01,1011780,2.90,0.21,0.21,0.24
4,0,2010-12-01,849280,2.20,0.16,0.16,0.18
5,0,2010-12-01,839738,2.49,0.18,0.18,0.21
6,0,2010-12-01,738498,2.17,0.16,0.16,0.18
7,0,2010-12-01,1044808,2.85,0.21,0.21,0.24
8,0,2010-12-01,1221306,3.01,0.22,0.22,0.25
9,0,2010-12-01,452294,1.38,0.10,0.10,0.12
10,0,2010-12-01,1182719,3.15,0.23,0.23,0.26
11,0,2010-12-01,909383,2.76,0.20,0.20,0.23
12,0,2010-12-01,663955,1.99,0.15,0.15,0.17
13,0,2010-12-01,899439,2.53,0.19,0.19,0.21
0,1,2010-12-01,3076468,6.97,0.52,0.52,0.58
1,1,2010-12-01,1235325,3.59,0.27,0.27,0.30
2,1,2010-12-01,1316779,3.71,0.28,0.28,0.31
3,1,2010-12-01,1385295,3.97,0.29,0.29,0.33
4,1,2010-12-01,1083675,2.81,0.21,0.21,0.23
5,1,2010-12-01,1257271,3.72,0.28,0.28,0.31
6,1,2010-12-01,1043831,3.07,0.23,0.23,0.26
7,1,2010-12-01,1596487,4.36,0.32,0.32,0.36
8,1,2010-12-01,1668109,4.11,0.30,0.30,0.34
9,1,2010-12-01,657474,2.00,0.15,0.15,0.17
10,1,2010-12-01,1753816,4.67,0.35,0.35,0.39
11,1,2010-12-01,1233867,3.75,0.28,0.28,0.31
12,1,2010-12-01,919447,2.75,0.20,0.20,0.23
13,1,2010-12-01,1249892,3.52,0.26,0.26,0.29
0,2,2010-12-01,4527115,10.26,0.76,0.76,0.86
1,2,2010-12-01,1373844,3.99,0.30,0.30,0.33
2,2,2010-12-01,1613394,4.55,0.34,0.34,0.38
3,2,2010-12-01,1522202,4.36,0.32,0.32,0.36
4,2,2010-12-01,1321065,3.43,0.25,0.26,0.29
5,2,2010-12-01,1640407,4.86,0.36,0.36,0.41
6,2,2010-12-01,1274807,3.76,0.28,0.28,0.31
7,2,2010-12-01,1627079,4.44,0.33,0.33,0.37
8,2,2010-12-01,2114514,5.21,0.39,0.39,0.43
9,2,2010-12-01,790110,2.41,0.18,0.18,0.20
10,2,2010-12-01,2047242,5.46,0.40,0.41,0.46
11,2,2010-12-01,1352786,4.11,0.30,0.30,0.34
12,2,2010-12-01,1126611,3.38,0.25,0.25,0.28
13,2,2010-12-01,1556541,4.38,0.33,0.33,0.37
0,3,2010-12-01,6142234,13.92,1.03,1.03,1.16
1,3,2010-12-01,1692918,4.92,0.36,0.36,0.41
2,3,2010-12-01,2152741,6.07,0.45,0.45,0.51
3,3,2010-12-01,2626626,7.53,0.56,0.56,0.63
5,3,2010-12-01,2505895,7.43,0.55,0.55,0.62
6,3,2010-12-01,1560377,4.60,0.34,0.34,0.38
7,3,2010-12-01,2307952,6.31,0.47,0.47,0.53
8,3,2010-12-01,3067524,7.56,0.56,0.56,0.63
9,3,2010-12-01,796356,2.43,0.18,0.18,0.20
10,3,2010-12-01,3249085,8.66,0.64,0.64,0.72
11,3,2010-12-01,2335709,7.10,0.53,0.53,0.59
12,3,2010-12-01,1610641,4.83,0.36,0.36,0.40
13,3,2010-12-01,2101416,5.92,0.44,0.44,0.49
14,0,2010-12-01,978833,2.51,0.19,0.19,0.21
14,1,2010-12-01,1320107,3.38,0.25,0.25,0.28
14,2,2010-12-01,1569592,4.02,0.30,0.30,0.34
14,3,2010-12-01,2092578,5.37,0.40,0.40,0.45
0,4,2010-12-01,3727895,8.45,0.63,0.63,0.71
1,4,2010-12-01,1321961,3.84,0.28,0.28,0.32
2,4,2010-12-01,1424394,4.02,0.30,0.30,0.34
3,4,2010-12-01,1401446,4.01,0.30,0.30,0.34
4,4,2010-12-01,1190065,3.09,0.23,0.23,0.26
5,4,2010-12-01,1435914,4.25,0.32,0.32,0.35
6,4,2010-12-01,1129644,3.33,0.25,0.25,0.28
7,4,2010-12-01,1545398,4.22,0.31,0.31,0.35
8,4,2010-12-01,1872861,4.61,0.34,0.34,0.39
9,4,2010-12-01,696025,2.12,0.16,0.16,0.18
10,4,2010-12-01,1918844,5.11,0.38,0.38,0.43
11,4,2010-12-01,1313756,3.99,0.30,0.30,0.33
12,4,2010-12-01,1031511,3.09,0.23,0.23,0.26
13,4,2010-12-01,1394056,3.93,0.29,0.29,0.33
14,4,2010-12-01,1723446,4.42,0.33,0.33,0.37
0,0,2011-01-01,2122088,4.80,0.36,0.36,0.40
1,0,2011-01-01,917973,2.66,0.20,0.20,0.22
2,0,2011-01-01,988357,2.77,0.21,0.21,0.23
3,0,2011-01-01,1045493,2.99,0.22,0.22,0.25
4,0,2011-01-01,876882,2.26,0.17,0.17,0.19
5,0,2011-01-01,894411,2.63,0.20,0.20,0.22
6,0,2011-01-01,656552,1.93,0.14,0.14,0.16
7,0,2011-01-01,1112236,3.02,0.23,0.23,0.25
8,0,2011-01-01,1211499,2.98,0.22,0.22,0.25
9,0,2011-01-01,456188,1.38,0.10,0.10,0.12
10,0,2011-01-01,1223500,3.24,0.24,0.24,0.27
11,0,2011-01-01,886832,2.68,0.20,0.20,0.23
12,0,2011-01-01,687948,2.05,0.15,0.15,0.17
13,0,2011-01-01,881926,2.48,0.18,0.19,0.21
0,1,2011-01-01,3034185,6.87,0.51,0.52,0.58
1,1,2011-01-01,1262557,3.66,0.27,0.28,0.31
2,1,2011-01-01,1392738,3.90,0.29,0.29,0.33
3,1,2011-01-01,1533718,4.38,0.33,0.33,0.37
4,1,2011-01-01,1069425,2.75,0.20,0.21,0.23
5,1,2011-01-01,1304910,3.85,0.29,0.29,0.32
6,1,2011-01-01,1078807,3.17,0.24,0.24,0.27
7,1,2011-01-01,1666363,4.52,0.34,0.34,0.38
8,1,2011-01-01,1645416,4.05,0.30,0.30,0.34
9,1,2011-01-01,633416,1.92,0.14,0.14,0.16
10,1,2011-01-01,1764452,4.67,0.35,0.35,0.39
11,1,2011-01-01,1164475,3.53,0.26,0.27,0.30
12,1,2011-01-01,968677,2.89,0.21,0.22,0.24
13,1,2011-01-01,1245315,3.50,0.26,0.26,0.29
0,2,2011-01-01,4382581,9.92,0.74,0.74,0.83
1,2,2011-01-01,1268661,3.68,0.27,0.28,0.31
2,2,2011-01-01,1512620,4.24,0.32,0.32,0.36
3,2,2011-01-01,1426023,4.08,0.30,0.31,0.34
4,2,2011-01-01,1242848,3.20,0.24,0.24,0.27
5,2,2011-01-01,1503978,4.43,0.33,0.33,0.37
6,2,2011-01-01,1150433,3.38,0.25,0.25,0.28
7,2,2011-01-01,1461133,3.96,0.30,0.30,0.33
8,2,2011-01-01,1969521,4.84,0.36,0.36,0.41
9,2,2011-01-01,755644,2.30,0.17,0.17,0.19
10,2,2011-01-01,2055189,5.44,0.41,0.41,0.46
11,2,2011-01-01,1364270,4.13,0.31,0.31,0.35
12,2,2011-01-01,1032028,3.07,0.23,0.23,0.26
13,2,2011-01-01,1506380,4.24,0.32,0.32,0.36
0,3,2011-01-01,6119231,13.85,1.03,1.04,1.16
1,3,2011-01-01,1800425,5.22,0.39,0.39,0.44
2,3,2011-01-01,2418054,6.78,0.51,0.51,0.57
3,3,2011-01-01,2697071,7.71,0.57,0.58,0.65
5,3,2011-01-01,2805738,8.28,0.62,0.62,0.70
6,3,2011-01-01,1779111,5.23,0.39,0.39,0.44
7,3,2011-01-01,2272800,6.17,0.46,0.46,0.52
8,3,2011-01-01,2931767,7.21,0.54,0.54,0.61
9,3,2011-01-01,807806,2.46,0.18,0.18,0.21
10,3,2011-01-01,3526914,9.34,0.70,0.70,0.79
11,3,2011-01-01,2234581,6.77,0.51,0.51,0.57
12,3,2011-01-01,1690359,5.04,0.38,0.38,0.42
13,3,2011-01-01,2114250,5.95,0.44,0.45,0.50
14,0,2011-01-01,1018919,2.60,0.19,0.20,0.22
14,1,2011-01-01,1386461,3.54,0.26,0.27,0.30
14,2,2011-01-01,1549542,3.96,0.29,0.30,0.33
14,3,2011-01-01,2181467,5.57,0.41,0.42,0.47
0,4,2011-01-01,3643883,8.25,0.61,0.62,0.69
1,4,2011-01-01,1334994,3.87,0.29,0.29,0.33
2,4,2011-01-01,1438303,4.03,0.30,0.30,0.34
3,4,2011-01-01,1467631,4.19,0.31,0.32,0.35
4,4,2011-01-01,1145291,2.95,0.22,0.22,0.25
5,4,2011-01-01,1441404,4.25,0.32,0.32,0.36
6,4,2011-01-01,1095774,3.22,0.24,0.24,0.27
7,4,2011-01-01,1520962,4.12,0.31,0.31,0.35
8,4,2011-01-01,1764136,4.34,0.32,0.33,0.36
9,4,2011-01-01,676329,2.06,0.15,0.15,0.17
10,4,2011-01-01,1951234,5.16,0.39,0.39,0.43
11,4,2011-01-01,1289711,3.91,0.29,0.29,0.33
12,4,2011-01-01,1011714,3.01,0.23,0.23,0.25
13,4,2011-01-01,1369276,3.85,0.29,0.29,0.32
14,4,2011-01-01,1720978,4.39,0.33,0.33,0.37
0,0,2011-02-01,2192440,4.97,0.37,0.37,0.42
1,0,2011-02-01,872958,2.53,0.19,0.19,0.21
2,0,2011-02-01,917275,2.58,0.19,0.19,0.22
3,0,2011-02-01,1079207,3.07,0.23,0.23,0.26
4,0,2011-02-01,813433,2.10,0.16,0.16,0.18
5,0,2011-02-01,914594,2.68,0.20,0.20,0.23
6,0,2011-02-01,692878,2.04,0.15,0.15,0.17
7,0,2011-02-01,1045332,2.84,0.21,0.21,0.24
8,0,2011-02-01,1223648,3.00,0.22,0.23,0.25
9,0,2011-02-01,452947,1.38,0.10,0.10,0.12
10,0,2011-02-01,1159701,3.08,0.23,0.23,0.26
11,0,2011-02-01,887466,2.69,0.20,0.20,0.23
12,0,2011-02-01,666548,2.00,0.15,0.15,0.17
13,0,2011-02-01,862769,2.43,0.18,0.18,0.20
0,1,2011-02-01,3092217,7.01,0.52,0.53,0.59
1,1,2011-02-01,1296635,3.76,0.28,0.28,0.32
2,1,2011-02-01,1339848,3.77,0.28,0.28,0.32
3,1,2011-02-01,1544300,4.40,0.33,0.33,0.37
4,1,2011-02-01,1078319,2.79,0.21,0.21,0.23
5,1,2011-02-01,1263636,3.70,0.28,0.28,0.31
6,1,2011-02-01,1123303,3.31,0.25,0.25,0.28
7,1,2011-02-01,1686906,4.59,0.34,0.34,0.39
8,1,2011-02-01,1627284,4.00,0.30,0.30,0.34
9,1,2011-02-01,646599,1.97,0.15,0.15,0.17
10,1,2011-02-01,1758866,4.67,0.35,0.35,0.39
11,1,2011-02-01,1235650,3.74,0.28,0.28,0.32
12,1,2011-02-01,949243,2.84,0.21,0.21,0.24
13,1,2011-02-01,1240769,3.50,0.26,0.26,0.29
0,2,2011-02-01,4402546,9.99,0.74,0.75,0.84
1,2,2011-02-01,1260256,3.65,0.27,0.27,0.31
2,2,2011-02-01,1505303,4.24,0.32,0.32,0.36
3,2,2011-02-01,1502849,4.28,0.32,0.32,0.36
4,2,2011-02-01,1267789,3.28,0.24,0.25,0.28
5,2,2011-02-01,1519345,4.45,0.33,0.33,0.38
6,2,2011-02-01,1182957,3.48,0.26,0.26,0.29
7,2,2011-02-01,1495268,4.07,0.30,0.30,0.34
8,2,2011-02-01,1964304,4.82,0.36,0.36,0.41
9,2,2011-02-01,779012,2.38,0.18,0.18,0.20
10,2,2011-02-01,2036225,5.41,0.40,0.41,0.46
11,2,2011-02-01,1323150,4.01,0.30,0.30,0.34
12,2,2011-02-01,1032647,3.09,0.23,0.23,0.26
13,2,2011-02-01,1504046,4.24,0.32,0.32,0.36
0,3,2011-02-01,6137203,13.92,1.04,1.04,1.17
1,3,2011-02-01,1907931,5.53,0.41,0.41,0.47
2,3,2011-02-01,2276268,6.41,0.48,0.48,0.54
3,3,2011-02-01,2806663,7.99,0.60,0.60,0.67
5,3,2011-02-01,2884991,8.46,0.63,0.64,0.71
6,3,2011-02-01,1760199,5.18,0.39,0.39,0.44
7,3,2011-02-01,2252455,6.13,0.46,0.46,0.52
8,3,2011-02-01,2922493,7.18,0.54,0.54,0.60
9,3,2011-02-01,798059,2.44,0.18,0.18,0.20
10,3,2011-02-01,3393723,9.02,0.67,0.68,0.76
11,3,2011-02-01,2323773,7.04,0.53,0.53,0.59
12,3,2011-02-01,1485918,4.46,0.33,0.33,0.38
13,3,2011-02-01,2026515,5.71,0.43,0.43,0.48
14,0,2011-02-01,1000118,2.55,0.19,0.19,0.21
14,1,2011-02-01,1389338,3.55,0.27,0.27,0.30
14,2,2011-02-01,1538603,3.93,0.29,0.29,0.33
14,3,2011-02-01,2098339,5.37,0.40,0.40,0.45
0,4,2011-02-01,3686233,8.36,0.62,0.63,0.70
1,4,2011-02-01,1307721,3.79,0.28,0.28,0.32
2,4,2011-02-01,1397640,3.94,0.29,0.29,0.33
3,4,2011-02-01,1517513,4.32,0.32,0.32,0.36
4,4,2011-02-01,1156454,2.99,0.22,0.22,0.25
5,4,2011-02-01,1440029,4.22,0.32,0.32,0.35
6,4,2011-02-01,1128984,3.32,0.25,0.25,0.28
7,4,2011-02-01,1528762,4.16,0.31,0.31,0.35
8,4,2011-02-01,1756461,4.31,0.32,0.32,0.36
9,4,2011-02-01,688298,2.10,0.16,0.16,0.18
10,4,2011-02-01,1921716,5.10,0.38,0.38,0.43
11,4,2011-02-01,1295963,3.93,0.29,0.29,0.33
12,4,2011-02-01,987816,2.96,0.22,0.22,0.25
13,4,2011-02-01,1358036,3.83,0.28,0.29,0.32
14,4,2011-02-01,1719229,4.40,0.33,0.33,0.37
0,0,2011-03-01,2250622,5.11,0.38,0.39,0.43
1,0,2011-03-01,920251,2.66,0.20,0.20,0.23
2,0,2011-03-01,938372,2.65,0.20,0.20,0.22
3,0,2011-03-01,1084067,3.07,0.23,0.23,0.26
4,0,2011-03-01,841507,2.18,0.16,0.17,0.18
5,0,2011-03-01,866757,2.52,0.19,0.19,0.21
6,0,2011-03-01,675387,1.99,0.15,0.15,0.17
7,0,2011-03-01,1046980,2.86,0.21,0.22,0.24
8,0,2011-03-01,1160492,2.84,0.21,0.21,0.24
9,0,2011-03-01,459582,1.41,0.10,0.11,0.12
10,0,2011-03-01,1168971,3.11,0.23,0.23,0.26
11,0,2011-03-01,821660,2.49,0.19,0.19,0.21
12,0,2011-03-01,662136,1.99,0.15,0.15,0.17
13,0,2011-03-01,875725,2.47,0.18,0.19,0.21
0,1,2011-03-01,3220730,7.32,0.55,0.55,0.62
1,1,2011-03-01,1225417,3.55,0.27,0.27,0.30
2,1,2011-03-01,1374399,3.89,0.29,0.29,0.33
3,1,2011-03-01,1554882,4.41,0.33,0.33,0.37
4,1,2011-03-01,1223480,3.17,0.24,0.24,0.27
5,1,2011-03-01,1242136,3.62,0.27,0.27,0.30
6,1,2011-03-01,1105581,3.26,0.24,0.25,0.28
7,1,2011-03-01,1711967,4.68,0.35,0.35,0.39
8,1,2011-03-01,1643506,4.03,0.30,0.30,0.34
9,1,2011-03-01,627089,1.92,0.14,0.14,0.16
10,1,2011-03-01,1781345,4.75,0.35,0.36,0.40
11,1,2011-03-01,1181458,3.58,0.27,0.27,0.30
12,1,2011-03-01,913490,2.75,0.21,0.21,0.23
13,1,2011-03-01,1270171,3.59,0.27,0.27,0.30
0,2,2011-03-01,4583783,10.42,0.78,0.79,0.88
1,2,2011-03-01,1257107,3.64,0.27,0.28,0.31
2,2,2011-03-01,1596266,4.52,0.34,0.34,0.38
3,2,2011-03-01,1501815,4.26,0.32,0.32,0.36
4,2,2011-03-01,1242225,3.22,0.24,0.24,0.27
5,2,2011-03-01,1532513,4.47,0.33,0.34,0.38
6,2,2011-03-01,1201693,3.54,0.26,0.27,0.30
7,2,2011-03-01,1571973,4.29,0.32,0.32,0.36
8,2,2011-03-01,1983433,4.87,0.36,0.37,0.41
9,2,2011-03-01,754043,2.31,0.17,0.17,0.20
10,2,2011-03-01,2132049,5.68,0.42,0.43,0.48
11,2,2011-03-01,1310616,3.97,0.30,0.30,0.34
12,2,2011-03-01,1030746,3.11,0.23,0.23,0.26
13,2,2011-03-01,1512704,4.27,0.32,0.32,0.36
0,3,2011-03-01,6415405,14.58,1.09,1.10,1.23
1,3,2011-03-01,1685239,4.88,0.36,0.37,0.41
2,3,2011-03-01,2098753,5.94,0.44,0.45,0.50
3,3,2011-03-01,2759312,7.83,0.58,0.59,0.66
5,3,2011-03-01,2659683,7.76,0.58,0.59,0.65
6,3,2011-03-01,1788841,5.27,0.39,0.40,0.45
7,3,2011-03-01,2066440,5.64,0.42,0.43,0.48
8,3,2011-03-01,2889301,7.09,0.53,0.54,0.60
9,3,2011-03-01,732323,2.25,0.17,0.17,0.19
10,3,2011-03-01,3360273,8.96,0.67,0.68,0.76
11,3,2011-03-01,2179778,6.61,0.49,0.50,0.56
12,3,2011-03-01,1535114,4.63,0.35,0.35,0.39
13,3,2011-03-01,2128309,6.01,0.45,0.45,0.51
14,0,2011-03-01,968811,2.48,0.18,0.19,0.21
14,1,2011-03-01,1352755,3.46,0.26,0.26,0.29
14,2,2011-03-01,1520737,3.89,0.29,0.29,0.33
14,3,2011-03-01,2005283,5.13,0.38,0.39,0.43
0,4,2011-03-01,3835520,8.72,0.65,0.66,0.73
1,4,2011-03-01,1307852,3.79,0.28,0.29,0.32
2,4,2011-03-01,1417383,4.01,0.30,0.30,0.34
3,4,2011-03-01,1518242,4.31,0.32,0.33,0.36
4,4,2011-03-01,1200211,3.11,0.23,0.23,0.26
5,4,2011-03-01,1422769,4.15,0.31,0.31,0.35
6,4,2011-03-01,1152984,3.40,0.25,0.26,0.29
7,4,2011-03-01,1558098,4.25,0.32,0.32,0.36
8,4,2011-03-01,1759177,4.31,0.32,0.33,0.36
9,4,2011-03-01,664912,2.04,0.15,0.15,0.17
10,4,2011-03-01,1974235,5.26,0.39,0.40,0.44
11,4,2011-03-01,1257273,3.81,0.28,0.29,0.32
12,4,2011-03-01,978706,2.95,0.22,0.22,0.25
13,4,2011-03-01,1381262,3.90,0.29,0.29,0.33
14,4,2011-03-01,1701913,4.36,0.33,0.33,0.37
0,0,2011-04-01,2109886,4.80,0.36,0.36,0.40
1,0,2011-04-01,936190,2.71,0.20,0.20,0.23
2,0,2011-04-01,917370,2.61,0.20,0.20,0.22
3,0,2011-04-01,1054963,2.98,0.22,0.23,0.25
4,0,2011-04-01,759001,1.97,0.15,0.15,0.17
5,0,2011-04-01,818919,2.37,0.18,0.18,0.20
6,0,2011-04-01,722365,2.13,0.16,0.16,0.18
7,0,2011-04-01,969069,2.65,0.20,0.20,0.22
8,0,2011-04-01,1195630,2.93,0.22,0.22,0.25
9,0,2011-04-01,466220,1.43,0.11,0.11,0.12
10,0,2011-04-01,1164547,3.11,0.23,0.24,0.26
11,0,2011-04-01,799233,2.42,0.18,0.18,0.20
12,0,2011-04-01,661887,2.01,0.15,0.15,0.17
13,0,2011-04-01,860759,2.43,0.18,0.18,0.20
0,1,2011-04-01,3221297,7.34,0.55,0.56,0.62
1,1,2011-04-01,1152911,3.34,0.25,0.25,0.28
2,1,2011-04-01,1366659,3.89,0.29,0.29,0.33
3,1,2011-04-01,1570289,4.44,0.33,0.34,0.37
4,1,2011-04-01,1102137,2.87,0.21,0.22,0.24
5,1,2011-04-01,1311122,3.80,0.28,0.29,0.32
6,1,2011-04-01,1182493,3.49,0.26,0.26,0.29
7,1,2011-04-01,1437794,3.94,0.29,0.30,0.33
8,1,2011-04-01,1618638,3.96,0.30,0.30,0.33
9,1,2011-04-01,630171,1.94,0.14,0.15,0.16
10,1,2011-04-01,1764556,4.72,0.35,0.36,0.40
11,1,2011-04-01,1135283,3.44,0.26,0.26,0.29
12,1,2011-04-01,929753,2.82,0.21,0.21,0.24
13,1,2011-04-01,1283915,3.63,0.27,0.28,0.30
0,2,2011-04-01,4426763,10.08,0.75,0.76,0.85
1,2,2011-04-01,1318150,3.82,0.28,0.29,0.32
2,2,2011-04-01,1684531,4.80,0.36,0.36,0.40
3,2,2011-04-01,1556568,4.40,0.33,0.33,0.37
4,2,2011-04-01,1301415,3.39,0.25,0.26,0.28
5,2,2011-04-01,1629741,4.72,0.35,0.36,0.40
6,2,2011-04-01,1356261,4.00,0.30,0.30,0.34
7,2,2011-04-01,1665207,4.56,0.34,0.34,0.38
8,2,2011-04-01,2137293,5.24,0.39,0.40,0.44
9,2,2011-04-01,763770,2.35,0.18,0.18,0.20
10,2,2011-04-01,2128997,5.69,0.42,0.43,0.48
11,2,2011-04-01,1332106,4.04,0.30,0.31,0.34
12,2,2011-04-01,1115521,3.38,0.25,0.26,0.28
13,2,2011-04-01,1596846,4.52,0.34,0.34,0.38
0,3,2011-04-01,6530114,14.88,1.11,1.13,1.25
1,3,2011-04-01,1462546,4.23,0.32,0.32,0.36
2,3,2011-04-01,1921238,5.47,0.41,0.41,0.46
3,3,2011-04-01,2266215,6.40,0.48,0.48,0.54
